Year,Month,Monthly-min,Monthly-max,Annual-min,Annual-max,Five-year-min,Five-year-max,Ten-year-min,Ten-year-max,Twenty-year-min,Twenty-year-max
1955,11,-0.250,0.091,-0.148,0.059,-0.038,0.043,-0.008,0.040,-0.030,0.038
1955,12,-0.228,0.082,-0.156,0.058,-0.043,0.043,-0.004,0.039,-0.030,0.038
1956,1,-0.091,0.078,-0.155,0.058,-0.045,0.042,-0.001,0.039,-0.030,0.038
1956,2,-0.155,0.076,-0.189,0.057,-0.049,0.042,0.004,0.039,-0.030,0.038
1956,3,-0.186,0.070,-0.192,0.057,-0.052,0.042,0.006,0.039,-0.031,0.038
1956,4,-0.212,0.081,-0.215,0.056,-0.053,0.042,0.008,0.039,-0.031,0.038
1956,5,-0.245,0.090,-0.207,0.055,-0.052,0.042,0.009,0.039,-0.031,0.038
1956,6,-0.173,0.081,-0.186,0.055,-0.052,0.041,0.009,0.039,-0.030,0.038
1956,7,-0.103,0.082,-0.186,0.055,-0.047,0.041,0.009,0.039,-0.030,0.038
1956,8,-0.294,0.087,-0.175,0.055,-0.046,0.041,0.007,0.038,-0.029,0.038
1956,9,-0.185,0.073,-0.164,0.055,-0.042,0.041,0.006,0.038,-0.029,0.037
1956,10,-0.255,0.076,-0.141,0.055,-0.038,0.041,0.005,0.038,-0.029,0.037
1956,11,-0.159,0.076,-0.110,0.054,-0.036,0.041,0.005,0.038,-0.029,0.037
1956,12,0.023,0.072,-0.078,0.054,-0.034,0.041,0.003,0.038,-0.028,0.037
1957,1,-0.084,0.071,-0.069,0.054,-0.031,0.041,0.002,0.038,-0.029,0.037
1957,2,-0.027,0.076,-0.033,0.054,-0.029,0.040,0.002,0.038,-0.030,0.037
1957,3,-0.053,0.071,-0.012,0.053,-0.029,0.040,0.004,0.037,-0.031,0.037
1957,4,0.056,0.073,0.017,0.053,-0.030,0.040,0.004,0.037,-0.031,0.036
1957,5,0.130,0.075,0.036,0.053,-0.034,0.040,0.003,0.037,-0.030,0.036
1957,6,0.210,0.072,0.046,0.053,-0.032,0.040,0.002,0.037,-0.030,0.036
1957,7,0.002,0.090,0.082,0.053,-0.035,0.040,0.001,0.037,-0.030,0.036
1957,8,0.150,0.079,0.102,0.053,-0.030,0.040,-0.001,0.037,-0.029,0.036
1957,9,0.057,0.099,0.119,0.054,-0.031,0.039,-0.002,0.037,-0.029,0.036
1957,10,0.101,0.080,0.122,0.054,-0.031,0.039,-0.003,0.037,-0.030,0.036
1957,11,0.063,0.091,0.118,0.053,-0.029,0.039,-0.002,0.036,-0.030,0.035
1957,12,0.148,0.075,0.094,0.053,-0.028,0.039,-0.002,0.036,-0.030,0.035
1958,1,0.344,0.074,0.094,0.053,-0.026,0.039,-0.003,0.036,-0.031,0.035
1958,2,0.214,0.081,0.076,0.052,-0.027,0.039,-0.003,0.036,-0.031,0.035
1958,3,0.152,0.078,0.064,0.053,-0.023,0.039,-0.005,0.036,-0.029,0.035
1958,4,0.089,0.089,0.062,0.053,-0.022,0.038,-0.008,0.036,-0.029,0.035
1958,5,0.091,0.076,0.062,0.052,-0.020,0.038,-0.010,0.036,-0.030,0.034
1958,6,-0.083,0.075,0.058,0.052,-0.012,0.038,-0.012,0.036,-0.030,0.034
1958,7,0.001,0.106,0.038,0.052,-0.009,0.038,-0.012,0.035,-0.030,0.034
1958,8,-0.064,0.071,0.025,0.051,-0.003,0.038,-0.011,0.035,-0.031,0.034
1958,9,-0.088,0.073,0.026,0.051,0.002,0.038,-0.010,0.035,-0.031,0.034
1958,10,0.078,0.074,0.035,0.052,0.009,0.037,-0.010,0.035,-0.031,0.034
1958,11,0.062,0.094,0.035,0.052,0.016,0.037,-0.009,0.035,-0.030,0.034
1958,12,0.094,0.079,0.050,0.052,0.021,0.037,-0.009,0.035,-0.029,0.033
1959,1,0.106,0.067,0.052,0.053,0.023,0.037,-0.008,0.035,-0.030,0.033
1959,2,0.053,0.063,0.060,0.053,0.028,0.037,-0.009,0.035,-0.029,0.033
1959,3,0.167,0.091,0.060,0.054,0.032,0.037,-0.010,0.034,-0.029,0.033
1959,4,0.195,0.079,0.055,0.055,0.037,0.036,-0.012,0.034,-0.028,0.033
1959,5,0.095,0.074,0.042,0.054,0.040,0.036,-0.014,0.034,-0.026,0.033
1959,6,0.092,0.079,0.037,0.054,0.038,0.036,-0.014,0.034,-0.025,0.033
1959,7,0.033,0.085,0.031,0.055,0.041,0.036,-0.014,0.034,-0.024,0.033
1959,8,0.025,0.076,0.038,0.054,0.044,0.036,-0.015,0.034,-0.023,0.032
1959,9,-0.081,0.082,-0.000,0.054,0.048,0.036,-0.017,0.034,-0.023,0.032
1959,10,0.015,0.077,-0.027,0.054,0.049,0.036,-0.020,0.034,-0.022,0.032
1959,11,-0.092,0.077,-0.040,0.054,0.046,0.036,-0.023,0.033,-0.021,0.032
1959,12,0.036,0.073,-0.048,0.055,0.043,0.036,-0.024,0.033,-0.019,0.032
1960,1,0.025,0.066,-0.053,0.053,0.043,0.036,-0.026,0.033,-0.018,0.032
1960,2,0.138,0.072,-0.048,0.053,0.039,0.036,-0.026,0.033,-0.016,0.032
1960,3,-0.287,0.067,-0.037,0.054,0.037,0.036,-0.025,0.033,-0.015,0.032
1960,4,-0.124,0.070,-0.030,0.053,0.035,0.036,-0.025,0.033,-0.014,0.031
1960,5,-0.068,0.079,-0.034,0.053,0.035,0.036,-0.024,0.033,-0.013,0.031
1960,6,0.006,0.087,-0.017,0.053,0.033,0.036,-0.024,0.032,-0.013,0.031
1960,7,-0.030,0.070,-0.011,0.052,0.028,0.036,-0.025,0.032,-0.013,0.031
1960,8,0.078,0.080,-0.006,0.051,0.027,0.036,-0.026,0.032,-0.013,0.031
1960,9,0.062,0.075,0.027,0.050,0.022,0.036,-0.027,0.032,-0.012,0.031
1960,10,0.092,0.075,0.055,0.050,0.020,0.035,-0.027,0.032,-0.011,0.031
1960,11,-0.138,0.074,0.078,0.050,0.018,0.036,-0.025,0.032,-0.010,0.031
1960,12,0.236,0.072,0.090,0.048,0.020,0.036,-0.023,0.032,-0.009,0.031
1961,1,0.099,0.061,0.092,0.048,0.022,0.036,-0.023,0.032,-0.008,0.030
1961,2,0.197,0.060,0.086,0.048,0.027,0.036,-0.022,0.032,-0.007,0.030
1961,3,0.116,0.075,0.083,0.048,0.031,0.036,-0.021,0.032,-0.008,0.030
1961,4,0.213,0.073,0.080,0.048,0.032,0.036,-0.019,0.032,-0.008,0.030
1961,5,0.205,0.077,0.095,0.048,0.034,0.036,-0.018,0.032,-0.008,0.030
1961,6,0.144,0.082,0.068,0.048,0.034,0.036,-0.016,0.032,-0.009,0.030
1961,7,-0.002,0.076,0.067,0.048,0.031,0.036,-0.014,0.032,-0.010,0.030
1961,8,0.006,0.084,0.064,0.048,0.029,0.035,-0.012,0.032,-0.011,0.030
1961,9,0.029,0.076,0.069,0.047,0.022,0.035,-0.010,0.032,-0.012,0.030
1961,10,0.053,0.082,0.062,0.047,0.014,0.035,-0.010,0.031,-0.013,0.030
1961,11,0.046,0.060,0.040,0.047,0.008,0.035,-0.008,0.031,-0.013,0.029
1961,12,-0.090,0.061,0.031,0.047,0.006,0.035,-0.008,0.031,-0.014,0.029
1962,1,0.087,0.067,0.027,0.047,0.004,0.035,-0.008,0.031,-0.016,0.029
1962,2,0.154,0.061,0.023,0.047,-0.001,0.035,-0.010,0.031,-0.018,0.029
1962,3,0.186,0.063,0.015,0.048,-0.005,0.035,-0.009,0.031,-0.018,0.029
1962,4,0.124,0.070,0.010,0.049,-0.010,0.034,-0.009,0.031,-0.018,0.029
1962,5,-0.055,0.069,0.010,0.050,-0.012,0.034,-0.008,0.031,-0.018,0.029
1962,6,0.034,0.092,0.020,0.050,-0.016,0.034,-0.009,0.031,-0.018,0.029
1962,7,-0.048,0.076,0.017,0.050,-0.017,0.034,-0.009,0.031,-0.019,0.029
1962,8,-0.046,0.068,0.017,0.050,-0.021,0.034,-0.010,0.031,-0.019,0.029
1962,9,-0.063,0.103,-0.012,0.049,-0.019,0.034,-0.010,0.031,-0.019,0.028
1962,10,-0.007,0.098,-0.024,0.049,-0.019,0.034,-0.010,0.031,-0.019,0.028
1962,11,0.045,0.068,-0.023,0.050,-0.019,0.034,-0.012,0.031,-0.019,0.028
1962,12,0.032,0.071,-0.023,0.048,-0.021,0.034,-0.012,0.031,-0.019,0.028
1963,1,0.040,0.062,-0.010,0.049,-0.024,0.034,-0.017,0.031,-0.018,0.028
1963,2,0.159,0.059,0.015,0.050,-0.026,0.034,-0.019,0.031,-0.017,0.028
1963,3,-0.159,0.066,0.035,0.051,-0.030,0.034,-0.019,0.031,-0.017,0.028
1963,4,-0.028,0.077,0.046,0.051,-0.032,0.034,-0.020,0.031,-0.017,0.028
1963,5,-0.038,0.077,0.056,0.052,-0.030,0.034,-0.021,0.031,-0.017,0.028
1963,6,0.040,0.071,0.060,0.052,-0.034,0.034,-0.020,0.031,-0.017,0.028
1963,7,0.103,0.083,0.052,0.052,-0.038,0.035,-0.021,0.031,-0.018,0.027
1963,8,0.249,0.076,0.031,0.052,-0.041,0.035,-0.021,0.031,-0.018,0.027
1963,9,0.178,0.100,0.023,0.052,-0.043,0.035,-0.022,0.031,-0.018,0.027
1963,10,0.130,0.079,0.003,0.051,-0.047,0.035,-0.022,0.031,-0.019,0.027
1963,11,0.162,0.070,-0.015,0.050,-0.052,0.035,-0.023,0.031,-0.019,0.027
1963,12,0.085,0.065,-0.021,0.051,-0.053,0.034,-0.024,0.031,-0.019,0.027
1964,1,-0.058,0.068,-0.039,0.049,-0.052,0.034,-0.025,0.031,-0.019,0.027
1964,2,-0.096,0.061,-0.081,0.049,-0.052,0.034,-0.026,0.030,-0.021,0.027
1964,3,-0.251,0.071,-0.124,0.049,-0.053,0.034,-0.027,0.030,-0.021,0.026
1964,4,-0.271,0.077,-0.156,0.048,-0.056,0.034,-0.026,0.030,-0.021,0.026
1964,5,-0.252,0.070,-0.187,0.047,-0.057,0.035,-0.025,0.030,-0.021,0.026
1964,6,-0.035,0.072,-0.211,0.047,-0.055,0.035,-0.025,0.030,-0.021,0.026
1964,7,-0.108,0.079,-0.208,0.047,-0.058,0.035,-0.025,0.030,-0.021,0.026
1964,8,-0.260,0.093,-0.211,0.047,-0.063,0.035,-0.025,0.030,-0.020,0.026
1964,9,-0.333,0.064,-0.201,0.047,-0.065,0.035,-0.024,0.030,-0.020,0.026
1964,10,-0.252,0.067,-0.189,0.047,-0.067,0.035,-0.023,0.030,-0.020,0.026
1964,11,-0.218,0.061,-0.175,0.048,-0.062,0.035,-0.021,0.030,-0.021,0.026
1964,12,-0.205,0.063,-0.183,0.049,-0.062,0.034,-0.019,0.030,-0.022,0.026
1965,1,-0.013,0.064,-0.189,0.048,-0.060,0.035,-0.017,0.029,-0.022,0.026
1965,2,-0.140,0.064,-0.171,0.047,-0.059,0.035,-0.017,0.029,-0.021,0.026
1965,3,-0.128,0.066,-0.161,0.048,-0.058,0.035,-0.014,0.029,-0.020,0.025
1965,4,-0.125,0.063,-0.140,0.048,-0.056,0.035,-0.012,0.029,-0.019,0.025
1965,5,-0.080,0.076,-0.125,0.048,-0.058,0.035,-0.011,0.029,-0.018,0.025
1965,6,-0.133,0.088,-0.108,0.048,-0.058,0.034,-0.011,0.029,-0.017,0.025
1965,7,-0.179,0.092,-0.116,0.048,-0.061,0.034,-0.011,0.029,-0.017,0.025
1965,8,-0.047,0.070,-0.106,0.048,-0.066,0.034,-0.013,0.029,-0.018,0.025
1965,9,-0.213,0.077,-0.096,0.049,-0.061,0.034,-0.012,0.029,-0.018,0.025
1965,10,-0.000,0.076,-0.086,0.049,-0.060,0.034,-0.013,0.029,-0.019,0.025
1965,11,-0.045,0.067,-0.085,0.049,-0.061,0.034,-0.012,0.029,-0.019,0.025
1965,12,0.007,0.063,-0.072,0.050,-0.061,0.034,-0.014,0.029,-0.018,0.025
1966,1,-0.107,0.058,-0.048,0.049,-0.065,0.034,-0.015,0.029,-0.018,0.025
1966,2,-0.021,0.062,-0.047,0.050,-0.070,0.034,-0.019,0.029,-0.018,0.025
1966,3,-0.009,0.067,-0.028,0.050,-0.076,0.034,-0.021,0.029,-0.019,0.025
1966,4,-0.012,0.072,-0.041,0.050,-0.076,0.034,-0.023,0.029,-0.018,0.025
1966,5,-0.067,0.075,-0.039,0.049,-0.080,0.033,-0.026,0.029,-0.018,0.025
1966,6,0.029,0.079,-0.038,0.049,-0.081,0.033,-0.028,0.029,-0.018,0.024
1966,7,0.107,0.080,-0.033,0.049,-0.080,0.033,-0.029,0.029,-0.018,0.024
1966,8,-0.029,0.081,-0.048,0.049,-0.080,0.033,-0.030,0.029,-0.018,0.024
1966,9,0.005,0.073,-0.041,0.048,-0.075,0.033,-0.030,0.029,-0.017,0.024
1966,10,-0.154,0.065,-0.036,0.047,-0.067,0.033,-0.031,0.029,-0.017,0.024
1966,11,-0.017,0.067,-0.010,0.047,-0.058,0.033,-0.032,0.029,-0.017,0.024
1966,12,0.021,0.073,-0.010,0.048,-0.055,0.033,-0.032,0.029,-0.017,0.024
1967,1,-0.049,0.056,-0.015,0.048,-0.054,0.032,-0.034,0.029,-0.015,0.024
1967,2,-0.201,0.059,-0.010,0.048,-0.049,0.032,-0.037,0.029,-0.014,0.024
1967,3,0.070,0.061,-0.012,0.048,-0.042,0.032,-0.039,0.029,-0.014,0.024
1967,4,0.054,0.066,0.008,0.048,-0.036,0.032,-0.040,0.029,-0.013,0.024
1967,5,0.242,0.074,0.005,0.048,-0.031,0.032,-0.039,0.028,-0.012,0.024
1967,6,0.027,0.071,0.006,0.047,-0.021,0.032,-0.039,0.028,-0.012,0.024
1967,7,0.051,0.086,-0.003,0.047,-0.018,0.032,-0.039,0.028,-0.011,0.024
1967,8,0.026,0.087,0.004,0.047,-0.013,0.032,-0.037,0.028,-0.011,0.024
1967,9,-0.018,0.073,0.012,0.048,-0.009,0.032,-0.036,0.028,-0.011,0.024
1967,10,0.091,0.065,0.009,0.047,-0.005,0.032,-0.036,0.028,-0.011,0.024
1967,11,-0.060,0.069,-0.018,0.046,-0.003,0.032,-0.036,0.028,-0.011,0.024
1967,12,0.035,0.062,-0.019,0.046,-0.001,0.032,-0.035,0.028,-0.012,0.024
1968,1,-0.151,0.057,-0.033,0.045,0.002,0.031,-0.033,0.028,-0.013,0.024
1968,2,-0.127,0.054,-0.040,0.045,0.001,0.031,-0.032,0.028,-0.013,0.024
1968,3,0.176,0.058,-0.053,0.045,0.006,0.031,-0.029,0.028,-0.013,0.024
1968,4,0.009,0.067,-0.051,0.045,0.006,0.031,-0.026,0.028,-0.013,0.023
1968,5,-0.076,0.065,-0.051,0.045,0.006,0.031,-0.024,0.028,-0.013,0.023
1968,6,0.015,0.070,-0.056,0.045,0.005,0.031,-0.023,0.028,-0.013,0.023
1968,7,-0.117,0.067,-0.043,0.045,0.007,0.031,-0.023,0.028,-0.013,0.023
1968,8,-0.059,0.068,-0.039,0.045,0.004,0.031,-0.025,0.027,-0.014,0.023
1968,9,-0.179,0.075,-0.050,0.045,0.001,0.031,-0.026,0.027,-0.013,0.023
1968,10,0.124,0.073,-0.031,0.045,0.001,0.030,-0.027,0.027,-0.014,0.023
1968,11,-0.066,0.059,-0.002,0.045,0.000,0.030,-0.028,0.027,-0.013,0.023
1968,12,-0.025,0.060,0.009,0.046,-0.003,0.030,-0.029,0.027,-0.013,0.023
1969,1,0.004,0.051,0.014,0.045,-0.006,0.030,-0.030,0.027,-0.014,0.023
1969,2,-0.069,0.055,0.022,0.044,-0.007,0.030,-0.032,0.027,-0.014,0.023
1969,3,0.041,0.066,0.044,0.044,-0.007,0.030,-0.031,0.027,-0.014,0.023
1969,4,0.235,0.067,0.043,0.044,-0.005,0.030,-0.030,0.027,-0.015,0.023
1969,5,0.272,0.066,0.058,0.044,-0.006,0.030,-0.028,0.027,-0.015,0.023
1969,6,0.143,0.075,0.089,0.044,-0.008,0.030,-0.028,0.027,-0.015,0.022
1969,7,-0.050,0.067,0.103,0.044,-0.011,0.030,-0.028,0.027,-0.015,0.022
1969,8,0.038,0.061,0.125,0.044,-0.011,0.030,-0.025,0.027,-0.015,0.022
1969,9,0.074,0.072,0.127,0.044,-0.012,0.030,-0.022,0.026,-0.014,0.022
1969,10,0.116,0.069,0.118,0.044,-0.013,0.030,-0.021,0.026,-0.013,0.022
1969,11,0.116,0.056,0.098,0.044,-0.016,0.030,-0.020,0.026,-0.012,0.022
1969,12,0.339,0.062,0.087,0.044,-0.016,0.030,-0.019,0.026,-0.010,0.022
1970,1,0.179,0.055,0.090,0.044,-0.017,0.030,-0.019,0.026,-0.009,0.022
1970,2,0.189,0.060,0.077,0.044,-0.015,0.030,-0.017,0.026,-0.008,0.022
1970,3,0.071,0.070,0.078,0.045,-0.014,0.030,-0.015,0.026,-0.005,0.022
1970,4,0.131,0.072,0.071,0.045,-0.015,0.030,-0.013,0.026,-0.003,0.021
1970,5,0.026,0.067,0.059,0.045,-0.015,0.029,-0.011,0.026,-0.002,0.021
1970,6,0.010,0.080,0.025,0.045,-0.012,0.029,-0.010,0.026,-0.001,0.021
1970,7,-0.018,0.068,0.008,0.045,-0.005,0.029,-0.009,0.026,0.000,0.021
1970,8,-0.115,0.067,-0.022,0.045,0.002,0.029,-0.011,0.026,0.001,0.021
1970,9,0.094,0.071,-0.042,0.045,0.002,0.029,-0.009,0.026,0.001,0.021
1970,10,0.031,0.064,-0.056,0.044,0.007,0.029,-0.010,0.026,0.001,0.021
1970,11,-0.027,0.064,-0.066,0.045,0.013,0.029,-0.012,0.026,0.003,0.021
1970,12,-0.070,0.055,-0.079,0.045,0.015,0.029,-0.013,0.025,0.002,0.021
1971,1,-0.025,0.061,-0.088,0.045,0.018,0.029,-0.013,0.025,0.004,0.021
1971,2,-0.173,0.060,-0.084,0.045,0.020,0.029,-0.014,0.025,0.004,0.021
1971,3,-0.172,0.059,-0.094,0.045,0.023,0.029,-0.016,0.025,0.006,0.021
1971,4,-0.037,0.071,-0.099,0.045,0.022,0.029,-0.017,0.025,0.006,0.021
1971,5,-0.094,0.075,-0.102,0.045,0.023,0.029,-0.019,0.025,0.006,0.021
1971,6,-0.149,0.075,-0.104,0.045,0.023,0.029,-0.021,0.025,0.007,0.020
1971,7,-0.120,0.071,-0.123,0.045,0.020,0.029,-0.023,0.025,0.008,0.020
1971,8,-0.064,0.072,-0.124,0.044,0.015,0.029,-0.024,0.025,0.009,0.020
1971,9,-0.026,0.078,-0.108,0.044,0.012,0.028,-0.024,0.025,0.010,0.020
1971,10,-0.033,0.062,-0.103,0.044,0.007,0.028,-0.025,0.025,0.010,0.020
1971,11,-0.056,0.063,-0.093,0.045,0.001,0.028,-0.026,0.025,0.010,0.020
1971,12,-0.097,0.057,-0.075,0.044,-0.002,0.028,-0.025,0.024,0.012,0.020
1972,1,-0.250,0.053,-0.068,0.044,-0.002,0.028,-0.022,0.024,0.012,0.020
1972,2,-0.188,0.052,-0.049,0.044,-0.000,0.028,-0.019,0.024,0.012,0.020
1972,3,0.017,0.079,-0.045,0.044,-0.003,0.028,-0.019,0.024,0.011,0.020
1972,4,0.025,0.064,-0.041,0.043,-0.006,0.028,-0.017,0.024,0.011,0.020
1972,5,0.025,0.072,-0.038,0.043,-0.009,0.028,-0.017,0.024,0.011,0.020
1972,6,0.064,0.076,-0.012,0.043,-0.017,0.028,-0.015,0.024,0.011,0.020
1972,7,-0.032,0.076,0.030,0.043,-0.020,0.028,-0.013,0.024,0.012,0.020
1972,8,0.168,0.073,0.070,0.043,-0.021,0.028,-0.012,0.024,0.012,0.020
1972,9,0.015,0.077,0.085,0.043,-0.020,0.028,-0.012,0.024,0.013,0.020
1972,10,0.021,0.071,0.108,0.043,-0.021,0.027,-0.012,0.024,0.013,0.020
1972,11,-0.025,0.064,0.126,0.043,-0.019,0.027,-0.011,0.024,0.013,0.020
1972,12,0.219,0.052,0.135,0.042,-0.019,0.027,-0.011,0.023,0.014,0.019
1973,1,0.246,0.060,0.143,0.042,-0.020,0.027,-0.009,0.023,0.016,0.019
1973,2,0.294,0.072,0.132,0.041,-0.022,0.027,-0.007,0.023,0.017,0.019
1973,3,0.198,0.057,0.131,0.041,-0.024,0.027,-0.007,0.023,0.019,0.019
1973,4,0.297,0.069,0.134,0.041,-0.027,0.027,-0.006,0.023,0.020,0.019
1973,5,0.249,0.065,0.136,0.041,-0.030,0.027,-0.005,0.023,0.022,0.019
1973,6,0.175,0.060,0.116,0.041,-0.032,0.027,-0.005,0.023,0.022,0.019
1973,7,0.053,0.076,0.080,0.041,-0.033,0.027,-0.004,0.023,0.022,0.019
1973,8,0.036,0.075,0.027,0.040,-0.032,0.027,-0.006,0.023,0.023,0.019
1973,9,0.014,0.067,-0.001,0.040,-0.034,0.027,-0.004,0.023,0.023,0.019
1973,10,0.055,0.067,-0.032,0.041,-0.035,0.027,-0.005,0.023,0.023,0.019
1973,11,-0.004,0.057,-0.059,0.042,-0.038,0.027,-0.004,0.023,0.023,0.019
1973,12,-0.028,0.052,-0.076,0.042,-0.039,0.027,-0.003,0.023,0.024,0.019
1974,1,-0.184,0.069,-0.086,0.042,-0.039,0.027,-0.002,0.022,0.025,0.019
1974,2,-0.338,0.052,-0.077,0.043,-0.040,0.027,-0.003,0.022,0.026,0.019
1974,3,-0.137,0.067,-0.084,0.044,-0.041,0.027,-0.002,0.022,0.028,0.018
1974,4,-0.082,0.078,-0.094,0.044,-0.044,0.027,-0.003,0.022,0.029,0.018
1974,5,-0.066,0.068,-0.103,0.044,-0.045,0.027,-0.005,0.022,0.032,0.018
1974,6,-0.028,0.073,-0.109,0.046,-0.042,0.027,-0.006,0.022,0.032,0.018
1974,7,-0.072,0.067,-0.093,0.047,-0.033,0.027,-0.005,0.022,0.033,0.018
1974,8,0.137,0.084,-0.057,0.048,-0.027,0.027,-0.005,0.022,0.034,0.018
1974,9,-0.063,0.080,-0.036,0.046,-0.025,0.027,-0.004,0.022,0.036,0.018
1974,10,-0.071,0.061,-0.023,0.044,-0.022,0.027,-0.003,0.021,0.037,0.018
1974,11,-0.107,0.061,-0.004,0.044,-0.017,0.027,-0.002,0.021,0.038,0.018
1974,12,-0.105,0.067,0.001,0.043,-0.014,0.027,-0.001,0.021,0.039,0.018
1975,1,0.012,0.054,0.000,0.044,-0.010,0.027,-0.000,0.021,0.040,0.018
1975,2,0.090,0.055,-0.030,0.045,-0.009,0.026,0.001,0.021,0.040,0.018
1975,3,0.121,0.062,-0.031,0.044,-0.009,0.026,0.003,0.021,0.041,0.018
1975,4,0.078,0.057,-0.033,0.044,-0.009,0.026,0.005,0.021,0.042,0.018
1975,5,0.158,0.066,-0.046,0.044,-0.007,0.026,0.008,0.021,0.043,0.018
1975,6,0.029,0.075,-0.049,0.043,-0.010,0.026,0.009,0.021,0.044,0.018
1975,7,-0.081,0.082,-0.057,0.043,-0.013,0.026,0.011,0.021,0.044,0.018
1975,8,-0.223,0.099,-0.077,0.042,-0.016,0.026,0.014,0.021,0.045,0.018
1975,9,-0.073,0.068,-0.111,0.042,-0.017,0.026,0.015,0.021,0.047,0.018
1975,10,-0.095,0.066,-0.126,0.042,-0.019,0.026,0.015,0.021,0.047,0.018
1975,11,-0.262,0.056,-0.162,0.042,-0.022,0.026,0.017,0.021,0.047,0.018
1975,12,-0.149,0.051,-0.181,0.042,-0.026,0.026,0.019,0.021,0.048,0.018
1976,1,-0.078,0.054,-0.182,0.042,-0.027,0.026,0.023,0.021,0.049,0.018
1976,2,-0.158,0.060,-0.178,0.044,-0.031,0.026,0.028,0.021,0.050,0.018
1976,3,-0.280,0.064,-0.177,0.045,-0.031,0.026,0.032,0.021,0.051,0.018
1976,4,-0.101,0.059,-0.188,0.044,-0.033,0.026,0.035,0.020,0.052,0.018
1976,5,-0.281,0.081,-0.175,0.044,-0.031,0.026,0.037,0.020,0.053,0.017
1976,6,-0.194,0.071,-0.154,0.045,-0.029,0.026,0.041,0.020,0.054,0.017
1976,7,-0.096,0.137,-0.127,0.045,-0.024,0.026,0.045,0.020,0.053,0.017
1976,8,-0.173,0.106,-0.098,0.044,-0.021,0.026,0.048,0.020,0.054,0.017
1976,9,-0.059,0.067,-0.064,0.043,-0.017,0.026,0.049,0.020,0.054,0.017
1976,10,-0.231,0.066,-0.037,0.042,-0.012,0.026,0.050,0.020,0.055,0.017
1976,11,-0.100,0.062,0.013,0.044,-0.011,0.026,0.052,0.020,0.055,0.017
1976,12,0.097,0.055,0.052,0.044,-0.010,0.025,0.056,0.020,0.056,0.017
1977,1,0.250,0.056,0.076,0.042,-0.009,0.025,0.059,0.020,0.057,0.017
1977,2,0.185,0.056,0.109,0.041,-0.009,0.025,0.061,0.020,0.059,0.017
1977,3,0.138,0.056,0.114,0.041,-0.004,0.025,0.061,0.020,0.060,0.017
1977,4,0.222,0.064,0.134,0.042,-0.000,0.025,0.061,0.020,0.060,0.017
1977,5,0.311,0.074,0.152,0.042,0.005,0.025,0.061,0.020,0.060,0.017
1977,6,0.274,0.066,0.147,0.041,0.014,0.024,0.061,0.020,0.062,0.017
1977,7,0.191,0.071,0.132,0.041,0.019,0.024,0.062,0.020,0.063,0.017
1977,8,0.225,0.072,0.126,0.041,0.024,0.024,0.061,0.020,0.064,0.017
1977,9,0.001,0.066,0.125,0.041,0.027,0.024,0.061,0.020,0.065,0.017
1977,10,0.016,0.066,0.121,0.041,0.032,0.024,0.062,0.020,0.066,0.017
1977,11,0.115,0.060,0.102,0.041,0.035,0.024,0.062,0.020,0.067,0.017
1977,12,0.039,0.055,0.074,0.040,0.037,0.024,0.063,0.021,0.069,0.017
1978,1,0.068,0.053,0.059,0.040,0.043,0.024,0.065,0.021,0.071,0.017
1978,2,0.113,0.057,0.019,0.040,0.050,0.023,0.066,0.021,0.073,0.017
1978,3,0.126,0.054,0.023,0.040,0.054,0.023,0.067,0.021,0.074,0.017
1978,4,0.166,0.070,0.018,0.039,0.057,0.023,0.067,0.021,0.076,0.017
1978,5,0.090,0.066,0.018,0.040,0.065,0.023,0.067,0.021,0.078,0.017
1978,6,-0.062,0.062,0.020,0.040,0.069,0.023,0.067,0.021,0.079,0.017
1978,7,0.014,0.068,0.023,0.040,0.079,0.023,0.068,0.021,0.081,0.017
1978,8,-0.254,0.070,0.002,0.039,0.087,0.023,0.070,0.021,0.083,0.017
1978,9,0.045,0.068,0.002,0.038,0.099,0.023,0.073,0.021,0.085,0.017
1978,10,-0.044,0.060,0.003,0.038,0.105,0.023,0.073,0.021,0.085,0.017
1978,11,0.118,0.066,-0.004,0.037,0.113,0.023,0.075,0.021,0.085,0.017
1978,12,0.064,0.059,0.006,0.036,0.121,0.023,0.077,0.021,0.086,0.017
1979,1,0.101,0.047,0.002,0.035,0.128,0.023,0.080,0.021,0.086,0.017
1979,2,-0.141,0.042,0.034,0.034,0.136,0.023,0.084,0.021,0.088,0.017
1979,3,0.124,0.055,0.048,0.033,0.140,0.023,0.087,0.021,0.089,0.017
1979,4,0.173,0.044,0.068,0.034,0.145,0.023,0.089,0.021,0.089,0.017
1979,5,0.016,0.054,0.074,0.034,0.149,0.023,0.092,0.021,0.088,0.017
1979,6,0.050,0.055,0.106,0.035,0.154,0.023,0.092,0.021,0.088,0.017
1979,7,-0.025,0.057,0.122,0.035,0.151,0.023,0.093,0.021,0.089,0.017
1979,8,0.122,0.047,0.167,0.035,0.150,0.023,0.093,0.021,0.090,0.017
1979,9,0.220,0.053,0.182,0.033,0.146,0.023,0.095,0.021,0.091,0.017
1979,10,0.188,0.060,0.198,0.033,0.143,0.023,0.096,0.021,0.091,0.017
1979,11,0.197,0.042,0.224,0.033,0.140,0.023,0.096,0.021,0.091,0.017
1979,12,0.442,0.046,0.234,0.032,0.136,0.023,0.096,0.021,0.091,0.017
