Year,Month,Monthly-min,Monthly-max,Annual-min,Annual-max,Five-year-min,Five-year-max,Ten-year-min,Ten-year-max,Twenty-year-min,Twenty-year-max
1980,1,0.300,0.050,0.257,0.032,0.134,0.023,0.098,0.021,0.092,0.017
1980,2,0.390,0.044,0.265,0.032,0.130,0.023,0.097,0.021,0.093,0.017
1980,3,0.307,0.046,0.260,0.033,0.132,0.023,0.097,0.021,0.095,0.017
1980,4,0.366,0.051,0.253,0.034,0.133,0.023,0.097,0.021,0.097,0.017
1980,5,0.334,0.054,0.253,0.034,0.131,0.023,0.097,0.021,0.099,0.017
1980,6,0.160,0.053,0.228,0.035,0.137,0.023,0.098,0.021,0.100,0.017
1980,7,0.261,0.053,0.245,0.035,0.143,0.023,0.098,0.021,0.102,0.017
1980,8,0.211,0.052,0.241,0.035,0.147,0.023,0.101,0.021,0.104,0.018
1980,9,0.157,0.058,0.248,0.035,0.150,0.023,0.102,0.021,0.104,0.018
1980,10,0.109,0.053,0.239,0.034,0.152,0.024,0.104,0.021,0.106,0.018
1980,11,0.194,0.055,0.228,0.035,0.157,0.024,0.106,0.021,0.107,0.018
1980,12,0.144,0.051,0.240,0.036,0.161,0.024,0.108,0.021,0.109,0.018
1981,1,0.504,0.053,0.244,0.036,0.162,0.024,0.110,0.021,0.111,0.018
1981,2,0.338,0.042,0.255,0.036,0.172,0.024,0.115,0.021,0.113,0.018
1981,3,0.391,0.044,0.255,0.036,0.177,0.024,0.119,0.021,0.115,0.018
1981,4,0.261,0.054,0.253,0.036,0.179,0.024,0.122,0.021,0.117,0.018
1981,5,0.206,0.062,0.248,0.036,0.181,0.024,0.126,0.021,0.119,0.018
1981,6,0.305,0.068,0.271,0.036,0.183,0.024,0.128,0.021,0.122,0.018
1981,7,0.301,0.064,0.234,0.036,0.185,0.024,0.129,0.021,0.124,0.018
1981,8,0.346,0.066,0.213,0.036,0.189,0.024,0.132,0.021,0.126,0.018
1981,9,0.158,0.069,0.175,0.036,0.190,0.024,0.132,0.021,0.128,0.018
1981,10,0.084,0.058,0.157,0.037,0.189,0.024,0.135,0.021,0.129,0.018
1981,11,0.136,0.048,0.149,0.040,0.195,0.024,0.136,0.021,0.130,0.018
1981,12,0.417,0.049,0.124,0.042,0.195,0.024,0.136,0.021,0.132,0.019
1982,1,0.065,0.050,0.106,0.044,0.195,0.024,0.137,0.021,0.135,0.019
1982,2,0.088,0.047,0.078,0.044,0.195,0.024,0.138,0.021,0.137,0.019
1982,3,-0.071,0.051,0.072,0.044,0.194,0.025,0.138,0.021,0.139,0.019
1982,4,0.044,0.064,0.072,0.045,0.192,0.025,0.138,0.021,0.140,0.019
1982,5,0.107,0.077,0.063,0.044,0.187,0.025,0.138,0.021,0.141,0.019
1982,6,0.016,0.068,0.060,0.042,0.179,0.025,0.138,0.021,0.142,0.019
1982,7,0.080,0.086,0.090,0.042,0.177,0.025,0.140,0.021,0.143,0.019
1982,8,0.008,0.066,0.114,0.042,0.170,0.025,0.140,0.021,0.142,0.019
1982,9,0.082,0.072,0.145,0.041,0.167,0.025,0.142,0.021,0.142,0.019
1982,10,0.084,0.060,0.166,0.040,0.163,0.025,0.144,0.021,0.142,0.019
1982,11,0.035,0.070,0.186,0.040,0.160,0.025,0.144,0.021,0.142,0.019
1982,12,0.377,0.068,0.199,0.040,0.159,0.025,0.148,0.021,0.142,0.019
1983,1,0.431,0.043,0.202,0.039,0.153,0.025,0.151,0.021,0.142,0.019
1983,2,0.368,0.049,0.228,0.039,0.152,0.025,0.153,0.021,0.142,0.020
1983,3,0.312,0.046,0.250,0.038,0.151,0.025,0.155,0.022,0.143,0.020
1983,4,0.288,0.049,0.252,0.039,0.151,0.025,0.158,0.022,0.143,0.020
1983,5,0.343,0.062,0.267,0.039,0.147,0.025,0.160,0.022,0.143,0.020
1983,6,0.176,0.068,0.251,0.041,0.147,0.025,0.164,0.022,0.143,0.020
1983,7,0.123,0.074,0.234,0.040,0.142,0.025,0.166,0.022,0.144,0.020
1983,8,0.314,0.056,0.209,0.039,0.142,0.025,0.171,0.022,0.144,0.020
1983,9,0.349,0.074,0.202,0.038,0.139,0.025,0.173,0.022,0.144,0.020
1983,10,0.108,0.073,0.188,0.039,0.139,0.025,0.176,0.022,0.145,0.020
1983,11,0.216,0.060,0.187,0.038,0.139,0.025,0.175,0.022,0.145,0.020
1983,12,0.177,0.049,0.175,0.039,0.135,0.026,0.176,0.022,0.146,0.020
1984,1,0.229,0.048,0.165,0.038,0.131,0.025,0.175,0.022,0.148,0.020
1984,2,0.073,0.050,0.149,0.037,0.127,0.025,0.179,0.022,0.149,0.020
1984,3,0.231,0.047,0.134,0.037,0.125,0.025,0.180,0.022,0.151,0.020
1984,4,0.112,0.063,0.129,0.037,0.125,0.025,0.180,0.022,0.153,0.021
1984,5,0.332,0.053,0.105,0.036,0.123,0.025,0.181,0.022,0.154,0.021
1984,6,0.038,0.077,0.083,0.036,0.118,0.025,0.181,0.022,0.156,0.021
1984,7,0.002,0.069,0.083,0.036,0.122,0.025,0.183,0.022,0.158,0.021
1984,8,0.116,0.055,0.075,0.036,0.126,0.025,0.185,0.022,0.158,0.021
1984,9,0.167,0.052,0.067,0.036,0.129,0.025,0.185,0.022,0.159,0.021
1984,10,0.057,0.054,0.066,0.036,0.132,0.025,0.186,0.022,0.161,0.021
1984,11,-0.072,0.061,0.049,0.035,0.135,0.025,0.185,0.022,0.163,0.021
1984,12,-0.084,0.051,0.055,0.036,0.140,0.025,0.184,0.023,0.165,0.021
1985,1,0.227,0.048,0.049,0.036,0.145,0.025,0.185,0.023,0.166,0.021
1985,2,-0.023,0.044,0.052,0.035,0.150,0.025,0.184,0.023,0.169,0.021
1985,3,0.125,0.043,0.046,0.034,0.153,0.025,0.187,0.023,0.170,0.021
1985,4,0.110,0.054,0.048,0.034,0.156,0.025,0.189,0.023,0.172,0.022
1985,5,0.120,0.044,0.053,0.034,0.158,0.025,0.190,0.023,0.172,0.022
1985,6,0.110,0.067,0.072,0.033,0.159,0.025,0.191,0.023,0.174,0.022
1985,7,-0.065,0.059,0.067,0.032,0.159,0.025,0.193,0.023,0.176,0.022
1985,8,0.155,0.048,0.098,0.032,0.159,0.025,0.193,0.023,0.179,0.022
1985,9,0.095,0.053,0.105,0.032,0.161,0.025,0.194,0.023,0.181,0.022
1985,10,0.074,0.053,0.117,0.032,0.163,0.025,0.196,0.023,0.183,0.022
1985,11,-0.015,0.047,0.125,0.032,0.164,0.025,0.197,0.023,0.186,0.022
1985,12,0.146,0.055,0.120,0.031,0.167,0.025,0.199,0.024,0.188,0.022
1986,1,0.172,0.055,0.131,0.032,0.170,0.025,0.198,0.024,0.189,0.022
1986,2,0.348,0.044,0.129,0.032,0.170,0.025,0.199,0.024,0.192,0.022
1986,3,0.206,0.048,0.124,0.033,0.170,0.025,0.198,0.024,0.195,0.023
1986,4,0.260,0.046,0.125,0.034,0.172,0.025,0.200,0.024,0.197,0.023
1986,5,0.212,0.046,0.128,0.034,0.168,0.025,0.202,0.024,0.199,0.023
1986,6,0.054,0.048,0.126,0.034,0.169,0.025,0.203,0.024,0.200,0.023
1986,7,0.059,0.052,0.134,0.034,0.165,0.025,0.204,0.024,0.202,0.023
1986,8,0.132,0.046,0.132,0.034,0.169,0.025,0.205,0.024,0.205,0.023
1986,9,0.032,0.065,0.128,0.034,0.169,0.025,0.207,0.025,0.206,0.023
1986,10,0.096,0.049,0.125,0.034,0.171,0.025,0.208,0.025,0.208,0.023
1986,11,0.016,0.046,0.129,0.034,0.167,0.026,0.209,0.025,0.210,0.023
1986,12,0.121,0.051,0.152,0.034,0.168,0.026,0.208,0.025,0.211,0.023
1987,1,0.267,0.047,0.179,0.033,0.172,0.026,0.211,0.025,0.211,0.023
1987,2,0.321,0.045,0.190,0.033,0.174,0.026,0.213,0.025,0.212,0.024
1987,3,0.156,0.044,0.211,0.033,0.176,0.026,0.217,0.025,0.213,0.024
1987,4,0.232,0.045,0.224,0.033,0.180,0.026,0.219,0.025,0.214,0.024
1987,5,0.263,0.049,0.234,0.033,0.182,0.026,0.221,0.025,0.214,0.024
1987,6,0.320,0.045,0.261,0.033,0.190,0.026,0.223,0.025,0.215,0.024
1987,7,0.394,0.050,0.279,0.033,0.192,0.026,0.223,0.025,0.216,0.024
1987,8,0.260,0.056,0.282,0.033,0.197,0.026,0.224,0.025,0.217,0.024
1987,9,0.287,0.061,0.302,0.033,0.207,0.026,0.222,0.025,0.219,0.024
1987,10,0.250,0.051,0.318,0.033,0.214,0.026,0.222,0.025,0.221,0.024
1987,11,0.140,0.046,0.329,0.033,0.220,0.026,0.221,0.025,0.224,0.024
1987,12,0.444,0.048,0.334,0.033,0.224,0.027,0.220,0.025,0.226,0.024
1988,1,0.482,0.050,0.323,0.033,0.232,0.027,0.219,0.026,0.228,0.025
1988,2,0.353,0.050,0.332,0.034,0.234,0.027,0.219,0.026,0.231,0.025
1988,3,0.392,0.060,0.334,0.034,0.236,0.028,0.219,0.026,0.233,0.025
1988,4,0.429,0.046,0.335,0.034,0.242,0.028,0.219,0.026,0.235,0.025
1988,5,0.393,0.050,0.322,0.035,0.247,0.028,0.218,0.026,0.238,0.025
1988,6,0.379,0.049,0.303,0.035,0.251,0.028,0.218,0.026,0.241,0.025
1988,7,0.270,0.053,0.262,0.035,0.254,0.028,0.219,0.026,0.244,0.025
1988,8,0.360,0.057,0.256,0.035,0.256,0.028,0.218,0.026,0.248,0.025
1988,9,0.315,0.052,0.242,0.035,0.257,0.029,0.216,0.026,0.249,0.025
1988,10,0.257,0.054,0.229,0.036,0.262,0.029,0.217,0.026,0.251,0.025
1988,11,-0.015,0.045,0.202,0.036,0.264,0.029,0.215,0.027,0.253,0.026
1988,12,0.215,0.054,0.178,0.036,0.271,0.029,0.215,0.027,0.255,0.026
1989,1,-0.003,0.053,0.177,0.036,0.278,0.029,0.215,0.027,0.256,0.026
1989,2,0.275,0.047,0.169,0.036,0.282,0.029,0.215,0.027,0.259,0.026
1989,3,0.234,0.052,0.165,0.037,0.288,0.029,0.215,0.027,0.260,0.026
1989,4,0.268,0.054,0.166,0.037,0.291,0.029,0.217,0.027,0.261,0.026
1989,5,0.065,0.052,0.173,0.037,0.295,0.029,0.217,0.027,0.262,0.026
1989,6,0.092,0.053,0.186,0.037,0.298,0.029,0.220,0.027,0.264,0.026
1989,7,0.262,0.062,0.217,0.038,0.301,0.030,0.222,0.027,0.265,0.026
1989,8,0.258,0.059,0.220,0.038,0.301,0.030,0.222,0.028,0.266,0.026
1989,9,0.273,0.062,0.256,0.038,0.305,0.030,0.223,0.028,0.267,0.026
1989,10,0.269,0.056,0.281,0.039,0.306,0.030,0.226,0.028,0.267,0.027
1989,11,0.069,0.054,0.315,0.039,0.307,0.030,0.230,0.028,0.268,0.027
1989,12,0.369,0.056,0.337,0.041,0.306,0.030,0.233,0.028,0.268,0.027
1990,1,0.362,0.056,0.348,0.041,0.301,0.030,0.235,0.028,0.268,0.027
1990,2,0.316,0.051,0.350,0.041,0.298,0.030,0.241,0.028,0.269,0.027
1990,3,0.668,0.053,0.347,0.041,0.292,0.030,0.243,0.029,0.269,0.027
1990,4,0.566,0.060,0.357,0.042,0.288,0.031,0.246,0.029,0.270,0.027
1990,5,0.475,0.055,0.380,0.042,0.285,0.031,0.248,0.029,0.270,0.027
1990,6,0.357,0.067,0.379,0.043,0.281,0.031,0.250,0.029,0.272,0.027
1990,7,0.393,0.082,0.379,0.043,0.278,0.031,0.255,0.029,0.272,0.027
1990,8,0.285,0.056,0.389,0.043,0.278,0.031,0.257,0.029,0.273,0.028
1990,9,0.235,0.056,0.359,0.043,0.277,0.031,0.259,0.029,0.274,0.028
1990,10,0.388,0.060,0.355,0.042,0.275,0.031,0.263,0.030,0.275,0.028
1990,11,0.342,0.058,0.347,0.042,0.272,0.032,0.266,0.030,0.275,0.028
1990,12,0.360,0.056,0.357,0.041,0.270,0.032,0.267,0.030,0.276,0.028
1991,1,0.356,0.057,0.361,0.041,0.269,0.032,0.268,0.030,0.275,0.028
1991,2,0.434,0.057,0.369,0.041,0.265,0.032,0.269,0.030,0.276,0.028
1991,3,0.312,0.052,0.383,0.040,0.262,0.032,0.270,0.030,0.277,0.028
1991,4,0.525,0.058,0.374,0.040,0.261,0.032,0.271,0.030,0.278,0.028
1991,5,0.373,0.061,0.364,0.040,0.262,0.032,0.272,0.030,0.279,0.029
1991,6,0.479,0.065,0.360,0.039,0.261,0.032,0.273,0.031,0.280,0.029
1991,7,0.444,0.059,0.366,0.039,0.265,0.032,0.275,0.031,0.281,0.029
1991,8,0.383,0.061,0.360,0.039,0.261,0.033,0.278,0.031,0.282,0.029
1991,9,0.398,0.078,0.368,0.040,0.262,0.033,0.280,0.031,0.283,0.029
1991,10,0.276,0.052,0.349,0.040,0.263,0.033,0.280,0.031,0.285,0.029
1991,11,0.224,0.049,0.342,0.040,0.267,0.033,0.283,0.031,0.287,0.029
1991,12,0.312,0.056,0.324,0.040,0.272,0.033,0.285,0.031,0.288,0.029
1992,1,0.429,0.053,0.296,0.040,0.272,0.033,0.285,0.031,0.291,0.029
1992,2,0.368,0.060,0.269,0.040,0.271,0.033,0.286,0.031,0.293,0.029
1992,3,0.404,0.062,0.230,0.041,0.271,0.033,0.288,0.032,0.297,0.030
1992,4,0.291,0.056,0.208,0.041,0.273,0.033,0.290,0.032,0.300,0.030
1992,5,0.297,0.056,0.186,0.041,0.278,0.034,0.291,0.032,0.302,0.030
1992,6,0.255,0.056,0.176,0.042,0.277,0.034,0.293,0.032,0.304,0.030
1992,7,0.107,0.064,0.168,0.042,0.278,0.034,0.292,0.032,0.306,0.030
1992,8,0.058,0.067,0.166,0.042,0.284,0.034,0.294,0.032,0.308,0.030
1992,9,-0.066,0.062,0.158,0.042,0.279,0.034,0.295,0.032,0.311,0.030
1992,10,0.012,0.068,0.159,0.043,0.278,0.034,0.299,0.032,0.313,0.030
1992,11,-0.042,0.062,0.155,0.043,0.275,0.034,0.303,0.032,0.315,0.030
1992,12,0.191,0.089,0.153,0.043,0.277,0.034,0.304,0.032,0.315,0.030
1993,1,0.340,0.074,0.162,0.043,0.278,0.035,0.305,0.032,0.317,0.030
1993,2,0.337,0.055,0.168,0.043,0.281,0.035,0.308,0.033,0.317,0.030
1993,3,0.315,0.052,0.184,0.043,0.283,0.035,0.310,0.033,0.318,0.031
1993,4,0.295,0.053,0.202,0.044,0.284,0.035,0.313,0.033,0.320,0.031
1993,5,0.254,0.058,0.209,0.044,0.284,0.035,0.315,0.033,0.321,0.031
1993,6,0.237,0.064,0.207,0.043,0.283,0.035,0.318,0.033,0.322,0.031
1993,7,0.209,0.078,0.197,0.043,0.281,0.035,0.322,0.033,0.324,0.031
1993,8,0.127,0.064,0.170,0.043,0.282,0.035,0.324,0.033,0.325,0.031
1993,9,0.134,0.057,0.167,0.043,0.283,0.035,0.326,0.033,0.326,0.031
1993,10,0.223,0.060,0.174,0.043,0.281,0.035,0.327,0.033,0.329,0.031
1993,11,0.045,0.064,0.177,0.043,0.279,0.036,0.331,0.034,0.330,0.031
1993,12,0.160,0.062,0.191,0.043,0.274,0.036,0.334,0.034,0.332,0.031
1994,1,0.226,0.065,0.194,0.043,0.272,0.036,0.337,0.034,0.334,0.031
1994,2,0.010,0.059,0.196,0.043,0.274,0.036,0.340,0.034,0.336,0.032
1994,3,0.279,0.056,0.209,0.044,0.271,0.036,0.341,0.034,0.338,0.032
1994,4,0.377,0.058,0.223,0.044,0.269,0.036,0.342,0.034,0.340,0.032
1994,5,0.289,0.062,0.249,0.044,0.271,0.036,0.344,0.034,0.340,0.032
1994,6,0.406,0.061,0.262,0.044,0.273,0.036,0.346,0.034,0.341,0.032
1994,7,0.245,0.060,0.280,0.045,0.270,0.036,0.347,0.034,0.342,0.032
1994,8,0.160,0.068,0.335,0.045,0.270,0.036,0.347,0.035,0.344,0.032
1994,9,0.278,0.063,0.345,0.045,0.271,0.037,0.349,0.035,0.345,0.032
1994,10,0.396,0.061,0.355,0.045,0.274,0.037,0.349,0.035,0.347,0.032
1994,11,0.359,0.054,0.355,0.045,0.275,0.037,0.351,0.035,0.350,0.032
1994,12,0.319,0.057,0.358,0.045,0.280,0.037,0.352,0.035,0.352,0.032
1995,1,0.439,0.061,0.376,0.045,0.284,0.037,0.351,0.035,0.355,0.032
1995,2,0.667,0.058,0.402,0.045,0.289,0.037,0.353,0.035,0.357,0.033
1995,3,0.399,0.056,0.407,0.044,0.299,0.037,0.352,0.035,0.360,0.033
1995,4,0.497,0.056,0.411,0.044,0.309,0.037,0.352,0.035,0.363,0.033
1995,5,0.292,0.062,0.413,0.045,0.320,0.037,0.351,0.035,0.365,0.033
1995,6,0.439,0.059,0.408,0.045,0.327,0.037,0.352,0.036,0.367,0.033
1995,7,0.466,0.065,0.394,0.044,0.331,0.037,0.351,0.036,0.370,0.033
1995,8,0.466,0.059,0.380,0.045,0.338,0.037,0.353,0.036,0.372,0.033
1995,9,0.344,0.060,0.378,0.045,0.343,0.037,0.354,0.036,0.374,0.033
1995,10,0.444,0.059,0.369,0.045,0.351,0.038,0.353,0.036,0.377,0.033
1995,11,0.388,0.054,0.366,0.044,0.358,0.038,0.353,0.036,0.380,0.033
1995,12,0.258,0.058,0.346,0.044,0.367,0.038,0.352,0.036,0.382,0.034
1996,1,0.264,0.059,0.332,0.043,0.374,0.038,0.353,0.036,0.384,0.034
1996,2,0.501,0.060,0.333,0.043,0.384,0.038,0.353,0.036,0.386,0.034
1996,3,0.378,0.059,0.325,0.043,0.389,0.038,0.355,0.036,0.388,0.034
1996,4,0.388,0.058,0.301,0.044,0.393,0.038,0.356,0.036,0.389,0.034
1996,5,0.248,0.055,0.298,0.043,0.399,0.038,0.357,0.037,0.391,0.034
1996,6,0.199,0.061,0.311,0.043,0.406,0.038,0.357,0.037,0.393,0.034
1996,7,0.308,0.065,0.313,0.043,0.410,0.038,0.358,0.037,0.395,0.034
1996,8,0.476,0.056,0.299,0.043,0.420,0.039,0.359,0.037,0.397,0.034
1996,9,0.242,0.059,0.308,0.044,0.420,0.039,0.360,0.037,0.399,0.034
1996,10,0.159,0.057,0.312,0.043,0.420,0.039,0.361,0.037,0.402,0.034
1996,11,0.355,0.059,0.323,0.044,0.420,0.039,0.365,0.037,0.404,0.034
1996,12,0.413,0.064,0.353,0.044,0.420,0.039,0.368,0.037,0.407,0.034
1997,1,0.285,0.065,0.354,0.044,0.421,0.039,0.371,0.037,0.410,0.035
1997,2,0.337,0.059,0.348,0.044,0.424,0.039,0.373,0.037,0.412,0.035
1997,3,0.489,0.053,0.369,0.043,0.426,0.039,0.377,0.038,0.414,0.035
1997,4,0.434,0.059,0.409,0.043,0.426,0.039,0.380,0.038,0.416,0.035
1997,5,0.380,0.061,0.432,0.043,0.425,0.039,0.383,0.038,0.418,0.035
1997,6,0.551,0.060,0.446,0.043,0.427,0.039,0.385,0.038,0.419,0.035
1997,7,0.329,0.070,0.470,0.043,0.425,0.039,0.389,0.038,0.420,0.035
1997,8,0.397,0.067,0.508,0.043,0.422,0.039,0.393,0.038,0.421,0.035
1997,9,0.503,0.055,0.519,0.043,0.424,0.039,0.399,0.038,0.422,0.035
1997,10,0.630,0.058,0.544,0.044,0.426,0.039,0.403,0.038,0.424,0.035
1997,11,0.631,0.060,0.571,0.044,0.427,0.039,0.408,0.038,0.426,0.035
1997,12,0.586,0.056,0.587,0.045,0.427,0.040,0.411,0.038,0.426,0.035
1998,1,0.571,0.062,0.615,0.045,0.425,0.040,0.414,0.038,0.425,0.035
1998,2,0.794,0.060,0.641,0.045,0.425,0.040,0.416,0.038,0.425,0.035
1998,3,0.616,0.057,0.636,0.045,0.426,0.040,0.418,0.038,0.426,0.035
1998,4,0.735,0.065,0.619,0.045,0.423,0.040,0.421,0.038,0.426,0.036
1998,5,0.707,0.062,0.602,0.046,0.421,0.040,0.424,0.039,0.427,0.036
1998,6,0.738,0.075,0.603,0.047,0.422,0.040,0.426,0.039,0.427,0.036
1998,7,0.676,0.065,0.592,0.047,0.425,0.040,0.428,0.039,0.428,0.036
1998,8,0.699,0.064,0.577,0.047,0.424,0.040,0.432,0.039,0.428,0.036
1998,9,0.446,0.064,0.551,0.048,0.427,0.040,0.436,0.039,0.430,0.036
1998,10,0.428,0.064,0.519,0.047,0.430,0.040,0.440,0.039,0.431,0.036
1998,11,0.427,0.058,0.485,0.047,0.435,0.040,0.444,0.039,0.434,0.036
1998,12,0.592,0.070,0.455,0.048,0.441,0.040,0.449,0.039,0.435,0.036
1999,1,0.440,0.070,0.428,0.048,0.444,0.040,0.452,0.039,0.438,0.036
1999,2,0.613,0.058,0.397,0.048,0.444,0.040,0.457,0.039,0.439,0.036
1999,3,0.313,0.061,0.395,0.048,0.449,0.040,0.460,0.039,0.440,0.036
1999,4,0.351,0.066,0.388,0.048,0.454,0.041,0.462,0.039,0.441,0.036
1999,5,0.288,0.063,0.382,0.048,0.459,0.041,0.463,0.039,0.444,0.036
1999,6,0.387,0.066,0.368,0.047,0.463,0.041,0.463,0.039,0.446,0.036
1999,7,0.351,0.066,0.355,0.048,0.471,0.041,0.462,0.039,0.448,0.036
1999,8,0.321,0.063,0.349,0.048,0.476,0.041,0.465,0.039,0.450,0.036
1999,9,0.426,0.059,0.365,0.047,0.483,0.041,0.466,0.039,0.451,0.037
1999,10,0.348,0.064,0.385,0.047,0.486,0.041,0.468,0.040,0.453,0.037
1999,11,0.345,0.059,0.392,0.047,0.491,0.041,0.470,0.040,0.456,0.037
1999,12,0.434,0.059,0.393,0.047,0.490,0.041,0.472,0.040,0.457,0.037
2000,1,0.282,0.059,0.394,0.047,0.494,0.041,0.474,0.040,0.459,0.037
2000,2,0.533,0.059,0.405,0.047,0.496,0.041,0.474,0.040,0.461,0.037
2000,3,0.515,0.058,0.405,0.047,0.498,0.041,0.477,0.040,0.462,0.037
2000,4,0.588,0.063,0.396,0.047,0.498,0.042,0.479,0.040,0.464,0.037
2000,5,0.370,0.057,0.391,0.048,0.496,0.042,0.482,0.040,0.465,0.037
2000,6,0.404,0.059,0.380,0.048,0.495,0.042,0.484,0.040,0.466,0.037
2000,7,0.358,0.064,0.395,0.048,0.498,0.042,0.485,0.040,0.467,0.037
2000,8,0.454,0.063,0.388,0.048,0.494,0.042,0.486,0.040,0.468,0.037
2000,9,0.431,0.062,0.391,0.048,0.493,0.042,0.489,0.040,0.470,0.037
2000,10,0.240,0.070,0.390,0.048,0.490,0.042,0.492,0.040,0.471,0.037
2000,11,0.283,0.066,0.405,0.048,0.489,0.042,0.494,0.040,0.473,0.037
2000,12,0.303,0.058,0.415,0.048,0.484,0.042,0.498,0.040,0.473,0.037
2001,1,0.463,0.063,0.430,0.048,0.482,0.042,0.501,0.040,0.474,0.037
2001,2,0.440,0.063,0.430,0.048,0.480,0.042,0.503,0.040,0.474,0.038
2001,3,0.560,0.057,0.437,0.048,0.483,0.042,0.506,0.040,0.476,0.038
2001,4,0.568,0.061,0.457,0.047,0.488,0.042,0.507,0.040,0.476,0.038
2001,5,0.557,0.056,0.490,0.047,0.489,0.042,0.509,0.040,0.477,0.038
2001,6,0.520,0.062,0.518,0.047,0.491,0.042,0.513,0.040,0.478,0.038
2001,7,0.542,0.065,0.541,0.047,0.494,0.042,0.514,0.040,0.479,0.038
2001,8,0.449,0.058,0.561,0.047,0.495,0.042,0.516,0.040,0.480,0.038
2001,9,0.521,0.060,0.588,0.047,0.500,0.042,0.519,0.040,0.481,0.038
2001,10,0.473,0.059,0.593,0.048,0.504,0.042,0.523,0.040,0.482,0.038
2001,11,0.676,0.059,0.601,0.048,0.505,0.042,0.526,0.040,0.483,0.038
2001,12,0.642,0.059,0.602,0.048,0.506,0.042,0.529,0.040,0.484,0.038
2002,1,0.739,0.070,0.603,0.048,0.504,0.042,0.535,0.041,0.484,0.038
2002,2,0.681,0.062,0.609,0.048,0.505,0.042,0.538,0.041,0.485,0.038
2002,3,0.885,0.060,0.618,0.048,0.506,0.042,0.539,0.041,0.485,0.038
2002,4,0.631,0.061,0.628,0.048,0.510,0.042,0.543,0.041,0.486,0.038
2002,5,0.647,0.060,0.616,0.048,0.515,0.042,0.545,0.041,0.488,0.038
2002,6,0.536,0.056,0.606,0.047,0.516,0.042,0.545,0.041,0.490,0.038
2002,7,0.551,0.058,0.607,0.047,0.524,0.042,0.547,0.041,0.491,0.038
2002,8,0.524,0.064,0.596,0.047,0.526,0.042,0.549,0.041,0.494,0.038
2002,9,0.632,0.061,0.568,0.047,0.530,0.042,0.549,0.041,0.497,0.038
2002,10,0.584,0.063,0.565,0.047,0.532,0.042,0.549,0.041,0.500,0.038
2002,11,0.542,0.059,0.562,0.048,0.537,0.042,0.548,0.041,0.503,0.038
2002,12,0.513,0.060,0.556,0.048,0.541,0.042,0.547,0.041,0.505,0.038
2003,1,0.751,0.067,0.553,0.048,0.545,0.043,0.545,0.041,0.506,0.038
2003,2,0.552,0.058,0.561,0.048,0.548,0.043,0.541,0.041,0.507,0.039
2003,3,0.547,0.059,0.561,0.048,0.552,0.043,0.541,0.041,0.508,0.039
2003,4,0.592,0.064,0.570,0.048,0.561,0.042,0.539,0.041,0.509,0.039
2003,5,0.616,0.061,0.565,0.047,0.568,0.042,0.538,0.041,0.511,0.039
2003,6,0.467,0.059,0.585,0.047,0.575,0.042,0.536,0.041,0.512,0.039
2003,7,0.515,0.064,0.572,0.047,0.577,0.042,0.534,0.041,0.514,0.039
2003,8,0.614,0.060,0.582,0.047,0.583,0.042,0.532,0.041,0.516,0.039
2003,9,0.633,0.062,0.585,0.046,0.584,0.042,0.534,0.041,0.519,0.039
2003,10,0.694,0.060,0.588,0.047,0.584,0.042,0.536,0.041,0.520,0.039
2003,11,0.487,0.060,0.567,0.046,0.584,0.042,0.537,0.041,0.523,0.039
2003,12,0.746,0.061,0.562,0.046,0.586,0.042,0.537,0.041,0.525,0.039
2004,1,0.597,0.069,0.538,0.046,0.584,0.042,0.539,0.041,0.527,0.039
2004,2,0.671,0.061,0.522,0.046,0.588,0.042,0.538,0.041,0.529,0.039
2004,3,0.584,0.061,0.510,0.046,0.590,0.042,0.539,0.041,0.531,0.039
2004,4,0.629,0.059,0.500,0.046,0.593,0.042,0.541,0.041,0.533,0.039
2004,5,0.362,0.054,0.513,0.046,0.593,0.042,0.544,0.041,0.535,0.039
2004,6,0.407,0.065,0.493,0.046,0.595,0.042,0.546,0.041,0.536,0.039
2004,7,0.226,0.058,0.505,0.045,0.599,0.042,0.549,0.041,0.537,0.039
2004,8,0.420,0.058,0.502,0.045,0.600,0.042,0.552,0.041,0.540,0.039
2004,9,0.490,0.058,0.516,0.045,0.596,0.042,0.554,0.041,0.542,0.039
2004,10,0.579,0.056,0.526,0.045,0.599,0.042,0.557,0.041,0.544,0.039
2004,11,0.646,0.051,0.551,0.045,0.599,0.042,0.560,0.041,0.544,0.039
2004,12,0.503,0.062,0.572,0.046,0.600,0.042,0.563,0.041,0.546,0.039
2005,1,0.741,0.059,0.601,0.046,0.601,0.042,0.567,0.041,0.547,0.039
2005,2,0.635,0.064,0.617,0.046,0.601,0.042,0.569,0.041,0.548,0.039
2005,3,0.753,0.063,0.634,0.046,0.600,0.042,0.572,0.041,0.550,0.039
2005,4,0.744,0.061,0.650,0.046,0.600,0.042,0.575,0.041,0.551,0.039
2005,5,0.665,0.056,0.653,0.046,0.601,0.042,0.579,0.041,0.553,0.039
2005,6,0.660,0.060,0.672,0.046,0.600,0.042,0.581,0.041,0.554,0.039
2005,7,0.576,0.061,0.661,0.046,0.592,0.042,0.582,0.041,0.555,0.039
2005,8,0.605,0.057,0.673,0.046,0.588,0.042,0.584,0.041,0.557,0.039
2005,9,0.698,0.062,0.665,0.046,0.589,0.042,0.585,0.041,0.559,0.039
